BRAND;ADDRESS;RATING;UAB;UABWEEK;UABMON;UABTUE;UABWED;UABTHU;UABFRI;UABSAT;UABSUN;PARKLOT;OPENTIME;OPEN6AM;OPEN7AM;OPEN8AM;OPENAFTER8;REVIEWS;AVGTIME;WORK_24HRS;SUNDAYS;WORSTREVIEWS;lat;long;DISTCENT;Open_hour_Mo;Open_hour_Di;Open_hour_Mi;Open_hour_Do;Open_hour_Fr;Open_hour_Sa;Open_hour_So;COMCENTER;NUM_COMMENTS;NEG_COMMENTPRICE;NEG_COMMENTFOOD;NEGPOS_RATIO;POSNEG_RATIO;NEG_REVIEWS;POS_REVIEWS;perc_BH
EDEKA Christ;Hildburghauser Str. 52, 12279 Berlin;4;4;0;0;0;0;0;0;4;0;1;2;0;1;0;0;1210;20;0;0;85;52.4153588;13.3479259;11.41402424;15;15;15;15;15;15;0;0;3;1;0;0.156692057;6.381944444;144;919;0.04
EDEKA Hindenburgdamm;Hindenburgdamm 59A, 12203 Berlin;3.5;5;2;0;1;0;1;0;3;0;0;3;0;0;1;0;330;15;0;0;52;52.4486331;13.3157293;8.622734159;13;13;13;13;13;13;0;0;31;29;0;0.454081633;2.202247191;89;196;0.06
EDEKA R¸bel;Hohefeldstraﬂe 19A, 13467 Berlin;4.1;4;0;0;0;0;0;0;4;0;1;2;0;1;0;0;649;25;0;0;31;52.6224793;13.3031421;12.85397369;15;15;15;15;15;15;0;0;14;1;0;0.122529644;8.161290323;62;506;0.04
REWE Markt;Hˆnower Str. 80, 12623 Berlin;4.2;15;9;0;4;1;4;0;6;0;1;2;0;1;0;0;1060;20;0;0;71;52.5116329;13.6133886;15.97492454;15;15;15;15;15;15;0;0;33;3;1;0.123674912;8.085714286;105;849;0.17
REWE Markt;Hubertusdamm 53-59, 13125 Berlin;3.9;23;16;0;3;4;7;2;7;0;1;2;0;1;0;0;537;20;0;0;38;52.6165768;13.4719186;12.85728761;15;15;15;15;15;15;0;0;32;16;2;0.17989418;5.558823529;68;378;0.26
EDEKA Brehm;Hultschiner Damm 75-81, 12623 Berlin;4.4;8;5;0;0;0;3;2;3;0;1;2;0;1;0;0;743;20;0;0;25;52.4820894;13.6006656;15.58157574;13;13;13;13;14;13;0;0;15;0;0;0.073506891;13.60416667;48;653;0.1
EDEKA Berlin Invalidenstraﬂe;Invalidenstraﬂe 74, 10557 Berlin;4.3;8;8;0;4;2;2;0;0;0;1;2;0;1;0;0;511;15;0;0;27;52.5272801;13.3729902;1.266004401;14;14;14;14;14;14;0;0;9;0;0;0.085648148;11.67567568;37;432;0.1
EDEKA Semmler;Joachim-Gottschalk-Weg 23, 12353 Berlin;3;1;1;0;0;1;0;0;0;0;1;2;0;1;0;0;2;10;0;0;1;52.4229741;13.4755645;12.32532644;15;15;15;15;15;15;0;1;0;0;0;1;1;1;1;0.01
EDEKA Johannisthaler;Johannisthaler Ch 365, 12351 Berlin;4.1;8;3;0;1;0;0;2;5;0;1;2;0;1;0;0;947;20;0;0;50;52.4266599;13.4485116;11.07128788;15;15;15;15;15;15;0;0;22;2;1;0.136551724;7.323232323;99;725;0.09
EDEKA Urbschat;Jungfernheideweg 2, 13629 Berlin;3.8;35;29;3;7;8;6;5;6;0;1;2;0;1;0;0;757;15;0;0;65;52.5371467;13.2723302;7.505220697;15;15;15;15;15;15;0;0;62;37;14;0.221782178;4.508928571;112;505;0.39
REWE Markt;Kaiserin-Augusta-Straﬂe 55, 12103 Berlin;3.9;20;14;0;6;4;2;2;6;0;1;2;0;1;0;0;439;15;0;0;30;52.4599965;13.3749491;6.267676508;15;15;15;15;15;15;0;0;24;7;3;0.161904762;6.176470588;51;315;0.22
EDEKA Hadersbeck;Kaiser-Wilhelm-Straﬂe 64, 12247 Berlin;3.8;11;6;0;5;1;0;0;5;0;1;2;0;1;0;0;693;20;0;0;80;52.4352196;13.3432191;9.321086797;14;14;14;14;14;14;0;0;2;2;0;0.256900212;3.892561983;121;471;0.13
Aldi Nord;Karl-Marx-Straﬂe 92-98, 12043 Berlin;3.9;13;11;2;2;5;2;0;2;0;1;2;0;1;0;0;251;20;0;0;16;52.4798096;13.4361357;5.670885524;14;14;14;14;14;14;0;1;16;9;3;0.167567568;5.967741935;31;185;0.16
REWE Markt;Karl-Marx-Straﬂe 92-98, 12043 Berlin;4.1;20;12;0;5;5;2;0;8;0;1;2;0;1;0;0;575;20;0;0;36;52.4798766;13.4358774;5.65332578;17;17;19;19;19;16.5;0;1;29;2;1;0.127314815;7.854545455;55;432;0.19
Al Baraka Supermarkt;Karl-Marx-Straﬂe 100, 12043 Berlin;4.3;5;0;0;0;0;0;0;5;0;0;4;0;0;0;1;322;20;0;0;21;52.4794369;13.4369056;5.737035876;11;11;11;11;11;11;0;0;12;0;0;0.117870722;8.483870968;31;263;0.08
NP-Markt Berlin - Hellersdorf;Kastanienallee 8, 12627 Berlin;3.6;7;6;0;3;3;0;0;1;0;0;2;0;1;0;0;554;15;0;0;69;52.5366541;13.6014462;15.32207998;13;13;13;13;13;13;0;0;57;50;4;0.363363363;2.752066116;121;333;0.09
EDEKA Woolard;Kaulsdorfer Str. 94, 12621 Berlin;4.3;14;9;0;2;4;1;2;5;0;1;2;0;1;0;0;466;15;0;0;18;52.4752303;13.5687806;13.73234442;14.5;14.5;14.5;14.5;14.5;14.5;0;0;10;0;0;0.077694236;12.87096774;31;399;0.16
Nah und Gut L¸dtke;Keilerstraﬂe 21, 13503 Berlin;4.1;20;20;0;7;6;7;0;0;0;0;2;0;1;0;0;95;15;0;0;8;52.6097559;13.2482211;13.60382315;12;12;12;12;12;21;0;0;3;0;0;0.133333333;7.5;10;75;0.25
REWE Markt;Kiefholzstraﬂe 50, 12435 Berlin;4;16;7;0;2;3;1;1;9;0;1;2;0;1;0;0;817;20;0;0;70;52.485533;13.4570429;6.373189598;15;15;15;15;15;15;0;0;56;9;3;0.163636364;6.111111111;99;605;0.18
EDEKA Felix;Kladower Damm 366B, 14089 Berlin;4.2;4;0;0;0;0;0;0;4;0;1;2;0;1;0;0;433;15;0;0;16;52.4550189;13.1439473;17.2510663;14;14;14;14;14;14;0;0;16;1;0;0.080110497;12.48275862;29;362;0.05
EDEKA Center Spandau Arcaden;Klosterstraﬂe 3, 13581 Berlin;4.2;6;0;0;0;0;0;0;6;0;1;2;0;1;0;0;552;15;0;0;42;52.5339918;13.1953587;12.50641336;15;15;15;15;15;15;0;1;29;2;0;0.151029748;6.621212121;66;437;0.07
EDEKA Knesebeckstraﬂe;Knesebeckstraﬂe 56-58, 10719 Berlin;4.2;9;8;0;4;2;2;0;1;0;1;3;0;0;1;0;1136;20;0;0;50;52.5004541;13.3220817;4.159853507;16;16;18;18;18;15.5;0;0;7;1;0;0.095652174;10.45454545;88;920;0.09
Lidl;Kniprodestraﬂe 26, 10407 Berlin;4.2;30;25;0;8;9;8;0;5;0;1;2;0;1;0;0;933;20;0;0;46;52.5343534;13.4456724;5.02404378;14;14;14;14;14;14;0;0;25;2;1;0.094594595;10.57142857;70;740;0.36
EDEKA Hennig;Kollwitzstraﬂe 68, 10435 Berlin;3.3;6;0;0;0;0;0;0;6;0;0;2;0;1;0;0;299;15;0;0;72;52.5363465;13.4184534;3.550898312;14;14;14;14;14;14;0;0;31;24;3;0.668831169;1.495145631;103;154;0.07
EDEKA Kˆnigin-Elisabeth-Straﬂe Getr.;Kˆnigin-Elisabeth-Straﬂe 9A, 14059 Berlin;4;25;19;0;8;7;0;4;6;0;1;2;0;1;0;0;868;20;0;0;68;52.511648;13.2789302;6.711273582;15;15;15;15;15;15;0;0;37;5;0;0.138138138;7.239130435;92;666;0.28
REWE Markt;Kˆnigin-Luise-Straﬂe 37, 14195 Berlin;3.8;2;2;0;0;2;0;0;0;0;1;1;1;0;0;0;452;15;0;0;39;52.458493;13.292476;8.645879199;16;16;16;16;16;16;0;0;33;28;5;0.236486486;4.228571429;70;296;0.02
EDEKA Kˆbernik;Kˆnigstraﬂe 14, 14109 Berlin;4.1;36;28;0;8;9;5;6;8;0;1;2;0;1;0;0;473;15;0;0;27;52.4198686;13.1599118;18.25710002;15;15;15;15;15;15;0;0;23;2;1;0.12195122;8.2;45;369;0.4
REWE Markt;Konrad-Wolf-Straﬂe 24, 13055 Berlin;4.1;33;23;2;4;6;4;7;10;0;1;2;0;1;0;0;1518;20;0;0;93;52.5438372;13.490571;8.236255629;15;15;15;15;15;15;0;0;82;7;2;0.128463476;7.784313725;153;1191;0.37
REWE Markt;Kˆpenicker Str. 192-198, 12683 Berlin;4.2;6;0;0;0;0;0;0;6;0;1;2;0;1;0;0;1000;15;0;0;34;52.4866417;13.5599316;12.7816243;15;15;15;15;15;15;0;0;34;3;0;0.075334143;13.27419355;62;823;0.07
EDEKA Mercan;Kˆrnerstraﬂe 30, 12157 Berlin;4.2;15;8;0;3;0;0;5;7;0;1;2;0;1;0;0;719;20;0;0;42;52.4623879;13.3330544;6.718923966;15;15;15;15;15;15;0;0;17;2;0;0.114529915;8.731343284;67;585;0.17
REWE Markt;Kˆthener Str. 1-3, 12689 Berlin;4.2;18;11;0;3;4;2;2;7;0;1;2;0;1;0;0;763;15;0;0;61;52.5685338;13.5567579;13.44585453;15;15;15;15;15;15;0;0;51;5;1;0.140961857;7.094117647;85;603;0.2
EDEKA Fiebig;Kottbusser Damm 80, 10967 Berlin;4.1;11;4;0;2;2;0;0;7;0;1;3;0;0;1;0;146;15;0;0;8;52.4917027;13.4233198;4.127511489;12;12;12;12;12;12;0;0;2;0;0;0.111111111;9;12;108;0.15
EDEKA Kruppa;Kottmeierstraﬂe 3, 12459 Berlin;4;16;9;0;3;3;1;2;7;0;1;2;0;1;0;0;786;20;0;0;54;52.4631642;13.5256438;11.64092968;14;14;14;14;14;14;0;0;22;5;0;0.153061224;6.533333333;90;588;0.19
Nah und Gut Reiche;Kreuznacher Str. 68, 14197 Berlin;3.9;7;7;0;3;3;1;0;0;0;0;3;0;0;1;0;169;15;0;0;15;52.4674521;13.3110008;7.06958495;12;12;12;12;12;12;0;0;6;3;1;0.196581197;5.086956522;23;117;0.1
EDEKA Schmitt;Kurf¸rstendamm 129d, 10711 Berlin;4.1;9;7;0;4;3;0;0;2;0;1;1;1;0;0;0;302;15;0;0;22;52.4968378;13.2903584;6.301400823;17;17;17;17;17;17;0;0;17;1;0;0.167381974;5.974358974;39;233;0.09
REWE Markt;Kurf¸rstenstraﬂe 46, 10785 Berlin;4.5;14;6;0;3;3;0;0;8;0;1;2;0;1;0;0;288;20;0;0;6;52.50109;13.35869;2.125332789;15;15;15;15;15;15;0;0;6;0;0;0.046875;21.33333333;12;256;0.16
REWE Markt;Ladiusstraﬂe 26, 14165 Berlin;4;17;11;0;5;3;3;0;6;0;1;1;1;0;0;0;718;20;0;0;49;52.4112698;13.2625697;14.05744931;16;16;16;16;16;16;0;0;24;4;1;0.155722326;6.421686747;83;533;0.18
REWE Markt;Landsberger Allee 117, 10407 Berlin;4.1;9;8;0;4;3;1;0;1;0;1;2;0;1;0;0;1417;15;0;0;60;52.5288656;13.4560194;5.486518296;15;15;15;15;15;15;0;0;57;5;0;0.122467772;8.165413534;133;1086;0.1
ALDI Nord;Landsberger Allee 494, 12685 Berlin;4.1;24;15;0;4;4;5;2;9;0;1;2;0;1;0;0;736;20;0;0;51;52.5438491;13.565112;13.05731317;14;14;14;14;14;14;0;1;33;2;1;0.1271777;7.863013699;73;574;0.29
REWE Markt;Lankwitzer Str. 19-24, 12209 Berlin;4.1;6;2;0;0;2;0;0;4;0;1;2;0;1;0;0;843;15;0;0;42;52.4293333;13.3297707;10.20950909;15;15;15;15;15;15;0;1;32;2;1;0.10075188;9.925373134;67;665;0.07
EDEKA Leipziger Platz;Leipziger Pl. 12/13, 10117 Berlin;4.1;2;1;0;0;1;0;0;1;0;1;4;0;0;0;1;553;15;0;0;28;52.5106958;13.3812338;0.665519345;11;11;11;11;11;11;0;1;10;1;0;0.109839817;9.104166667;48;437;0.03
Nah und Gut A.A.;Leonhardtstraﬂe 22, 14057 Berlin;4.5;4;1;0;1;0;0;0;3;0;0;1;1;0;0;0;27;10;0;0;1;52.5050146;13.2972293;5.594448292;16;16;16;16;16;16;0;0;0;0;0;0.086956522;11.5;2;23;0.04
NP-Markt Teltow - Seehof;Lichterfelder Allee 165, 14513 Teltow;3.8;22;15;0;6;7;1;1;7;0;0;2;0;1;0;0;468;15;0;0;31;52.4112107;13.2980478;12.88319054;14;14;14;14;14;14;0;0;14;10;2;0.226973684;4.405797101;69;304;0.26
REWE Markt;Litfaﬂ-Platz 4, 10178 Berlin;3.9;10;4;0;2;2;0;0;6;0;1;2;0;1;0;0;1296;15;0;0;78;52.5221378;13.4034721;1.86348847;17;17;19;19;19;16.5;0;1;68;25;0;0.153930131;6.496453901;141;916;0.09
REWE Markt;Ludolfingerpl. 1, 13465 Berlin;4;20;11;0;3;4;1;3;9;0;1;1;1;0;0;0;298;20;0;0;20;52.6323977;13.289229;14.24523569;16;16;16;16;16;16;0;1;1;0;0;0.128318584;7.793103448;29;226;0.21
EDEKA Erler;Ludolfingerpl. 6, 13465 Berlin;3.7;6;1;0;0;0;1;0;5;0;1;2;0;1;0;0;144;15;0;0;17;52.6328616;13.2870644;14.35404469;13;13;13;13;13;13;0;1;6;5;0;0.257731959;3.88;25;97;0.08
Lidl;Luisenstraﬂe 52, 10117 Berlin;4.1;7;7;1;2;4;0;0;0;0;1;2;0;1;0;0;1257;15;0;0;45;52.5243551;13.3795426;0.908053365;14;14;14;14;14;14;0;1;5;0;0;0.094165814;10.61956522;92;977;0.08
V Vollack;M‰dewalder Weg 45, 12621 Berlin;4.5;9;7;0;5;2;0;0;2;0;0;2;0;1;0;0;162;15;0;0;5;52.509243;13.5874686;14.23253297;12;12;12;12;12;12;0;0;1;0;0;0.056737589;17.625;8;141;0.13
EDEKA Brehm;Mahlsdorfer Str. 34-38, 12555 Berlin;4.4;9;4;0;0;2;0;2;5;0;1;2;0;1;0;0;471;20;0;0;14;52.4657905;13.5850574;15.13653057;14;14;14;14;14;14;0;0;6;0;0;0.070048309;14.27586207;29;414;0.11
PENNY;Mahlsdorfer Str. 97e, 12555 Berlin;4;9;9;0;3;3;1;2;0;0;1;2;0;1;0;0;489;15;0;0;25;52.4623591;13.5819109;15.08706051;14;14;14;14;14;14;0;0;1;0;0;0.128415301;7.787234043;47;366;0.11
REWE Markt;Marchwitzastraﬂe 29, 12681 Berlin;3.9;17;13;3;4;4;2;0;4;0;1;2;0;1;0;0;274;20;0;0;20;52.523133;13.5444591;11.32119676;15;15;15;15;15;15;0;0;17;6;1;0.192893401;5.184210526;38;197;0.19
EDEKA Marienburger Straﬂe;Marienburger Str. 14A, 10405 Berlin;3.8;7;2;0;0;2;0;0;5;0;0;2;0;1;0;0;196;20;0;0;24;52.5340132;13.4261908;3.831872089;17;17;19;19;19;16.5;0;0;7;6;0;0.270072993;3.702702703;37;137;0.07
PENNY;Mariendorfer Damm 153-157, 12107 Berlin;4;43;33;1;7;10;8;7;10;0;1;2;0;1;0;0;805;20;0;0;40;52.4379349;13.388881;8.75364522;15;15;15;15;15;15;0;0;8;1;0;0.120462046;8.301369863;73;606;0.48
EDEKA Yaras;Mariendorfer Damm 186, 12107 Berlin;4.3;28;23;2;7;8;4;2;5;0;1;2;0;1;0;0;655;15;0;0;2;52.4349811;13.3891996;9.083101231;15;15;15;15;15;15;0;0;0;0;0;0.069548872;14.37837838;37;532;0.31
EDEKA Prang;Mariendorfer Damm 81, 12109 Berlin;3.9;17;13;0;7;4;2;0;4;0;1;3;0;0;1;0;1204;20;0;0;81;52.4453899;13.3864959;7.913373739;14;14;14;14;14;14;0;0;62;34;3;0.183922046;5.437086093;151;821;0.2
EDEKA Gayermann;Marienfelder Allee 101, 12277 Berlin;4.1;16;11;0;3;5;0;3;5;0;1;2;0;1;0;0;628;15;0;0;26;52.4174803;13.3674618;11.01968907;14;14;14;14;14;14;0;0;7;0;0;0.128755365;7.766666667;60;466;0.19
EDEKA Schrader;Marienfelder Chaussee 143, 12349 Berlin;4;12;7;0;6;0;0;1;5;0;1;2;0;1;0;0;1290;20;0;0;88;52.4154282;13.4059072;11.38799471;15;15;15;15;15;15;0;0;21;4;1;0.159137577;6.283870968;155;974;0.13
PENNY;Marienfelder Chaussee 6, 12349 Berlin;3.9;9;4;0;1;3;0;0;5;0;1;2;0;1;0;0;723;15;0;0;53;52.4205929;13.4253795;11.13117407;15;15;15;15;15;15;0;0;14;6;1;0.16796875;5.953488372;86;512;0.1
EDEKA Nemitz-Pollmann;M‰rkische Allee 76, 16548 Glienicke/Nordbahn;4.2;3;0;0;0;0;0;0;3;0;1;2;0;1;0;0;508;20;0;0;28;52.6313669;13.3230005;13.33577866;14;14;14;14;14;14;0;0;4;0;0;0.102941176;9.714285714;42;408;0.04
EDEKA Kiezmarkt;Marksburgstraﬂe 14, 10318 Berlin;3.8;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;541;15;0;0;43;52.4873166;13.5183188;10.05917772;14;14;14;14;14;14;0;1;22;19;3;0.227272727;4.4;80;352;0
EDEKA Lindenberg;Markstraﬂe 32-34, 13409 Berlin;4;4;0;0;0;0;0;0;4;0;1;2;0;1;0;0;1915;20;0;0;139;52.560786;13.3658304;5.019736736;14;14;14;14;14;14;0;0;28;3;1;0.151791989;6.587962963;216;1423;0.05
EDEKA Markt 11;Markt 11, 13597 Berlin;3.4;5;0;0;0;0;0;0;5;0;0;2;0;1;0;0;672;15;0;0;86;52.5374073;13.2046788;11.95203147;15;15;15;15;15;15;0;0;51;36;12;0.51026393;1.959770115;174;341;0.06
EDEKA Martin-Luther-Str.;Martin-Luther-Str. 52-54, 10779 Berlin;3.7;14;7;0;2;3;2;0;7;0;0;2;0;1;0;0;359;15;0;0;29;52.491885;13.344768;3.51460617;15;15;15;15;15;15;0;0;25;20;5;0.280373832;3.566666667;60;214;0.16
REWE Markt;Marzahner Promenade 1, 12679 Berlin;4.1;6;0;0;0;0;0;0;6;0;1;3;0;0;1;0;1182;15;0;0;50;52.5443128;13.545279;11.76961613;12;12;12;12;12;12;0;1;7;1;0;0.101293103;9.872340426;94;928;0.08
EDEKA Weiﬂ;Massower Str. 5, 10315 Berlin;3.9;14;12;0;4;5;3;0;2;0;1;2;0;1;0;0;451;15;0;0;37;52.5075962;13.5130507;9.220305385;15;15;15;15;15;15;0;0;4;1;0;0.198170732;5.046153846;65;328;0.16
EDEKA Treugut;Maybachufer 36-38, 12047 Berlin;4.1;7;1;0;0;1;0;0;6;0;1;2;0;1;0;0;344;15;0;0;24;52.4919088;13.4325786;4.602537864;15;15;15;15;15;15;0;0;6;0;0;0.132352941;7.555555556;36;272;0.08
REWE Markt;Mehrower Allee 20, 12687 Berlin;3.9;14;11;0;3;3;3;2;3;0;1;2;0;1;0;0;727;15;0;0;64;52.5558126;13.5584871;13.00828651;15;15;15;15;15;15;0;1;4;2;1;0.184060721;5.432989691;97;527;0.16
Lidl;Mˆllendorffstraﬂe 75A, 10367 Berlin;4.2;22;12;0;4;4;2;2;10;0;1;2;0;1;0;0;1326;20;0;0;45;52.5225856;13.4776031;6.803237034;15;15;15;15;15;15;0;0;23;1;0;0.081651376;12.24719101;89;1090;0.24
Netto Marken-Discount;Mollstraﬂe 19, 10249 Berlin;4;7;5;0;0;3;2;0;2;0;0;2;0;1;0;0;518;15;0;0;25;52.5235236;13.4262963;3.388929248;14;14;14;14;14;14;0;0;19;3;1;0.127320955;7.854166667;48;377;0.08
EDEKA Ehrke;M¸ggelschlˆﬂchenweg 42, 12559 Berlin;3.5;17;11;0;2;4;3;2;6;0;1;2;0;1;0;0;329;20;0;0;44;52.440007;13.6006819;17.3388967;14;14;14;14;14;14;0;1;26;24;1;0.385416667;2.594594595;74;192;0.2
Barakat Supermarkt;M¸llerstraﬂe 160, 13353 Berlin;4.3;3;0;0;0;0;0;0;3;0;0;4;0;0;0;1;25;10;0;0;1;52.5441306;13.3626369;3.264432233;12;12;12;12;12;12;0;0;1;0;0;0.1;10;2;20;0.04
PENNY;M¸llerstraﬂe 40, 13353 Berlin;3.8;32;22;5;7;4;4;2;10;0;0;2;0;1;0;0;443;20;0;0;27;52.5500878;13.3532818;4.111305081;15;15;15;15;15;15;0;0;7;6;1;0.202797203;4.931034483;58;286;0.36
EDEKA Wsas;Nahariyastraﬂe 38, 12309 Berlin;3.3;13;8;1;4;3;0;0;5;0;0;3;0;0;1;0;347;15;0;0;63;52.393011;13.4204576;14.02484281;12;12;12;12;12;12;0;0;33;26;3;0.674698795;1.482142857;112;166;0.18
REWE Markt;Neue Grottkauer Str. 9, 12619 Berlin;4;23;13;0;3;4;3;3;10;0;1;2;0;1;0;0;1085;20;0;0;77;52.529414;13.594044;14.72590727;15;15;15;15;15;15;0;0;59;7;0;0.153846154;6.5;124;806;0.26
EDEKA McLenachan;Neue Kantstraﬂe 29-30, 14057 Berlin;3.8;26;17;0;7;7;1;2;9;0;0;2;0;1;0;0;954;15;0;0;106;52.5065812;13.2930516;5.83578659;15;15;15;15;15;15;0;0;10;8;1;0.257648953;3.88125;160;621;0.29
ALDI Nord;Neumannstraﬂe 13, 13189 Berlin;4.2;9;4;0;2;0;1;1;5;0;1;2;0;1;0;0;287;10;0;0;8;52.5609378;13.4225496;5.825702782;13;13;13;13;13;13;0;1;3;0;0;0.072727273;13.75;16;220;0.12
REWE Markt;Neumannstraﬂe 13, 13189 Berlin;4.1;6;3;0;0;1;2;0;3;0;1;3;0;0;1;0;405;15;0;0;23;52.5614177;13.4227136;5.877102535;13;13;13;13;13;13;0;1;5;0;0;0.126182965;7.925;40;317;0.08
EDEKA Kiezmarkt;Neumannstraﬂe 70, 13189 Berlin;4.3;12;8;0;2;2;2;2;4;0;1;2;0;1;0;0;721;20;0;0;31;52.5644517;13.420727;6.102998953;13;13;13;15;15;15;0;0;20;1;0;0.089552239;11.16666667;54;603;0.14
REWE Markt;Nonnendammallee 120, 13629 Berlin;3.9;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;682;10;0;0;43;52.5400718;13.249119;9.102241759;15;15;15;15;15;15;0;0;16;9;2;0.142857143;7;69;483;0
REWE Markt;Oberfeldstraﬂe 138, 12683 Berlin;4.1;11;5;0;2;0;0;3;6;0;1;2;0;1;0;0;828;20;0;0;43;52.5247265;13.5582407;12.26486126;17;17;19;19;19;16.5;0;0;3;0;0;0.124809741;8.012195122;82;657;0.1
REWE Markt;Oberspreestraﬂe 145, 12555 Berlin;3.7;20;11;1;3;3;2;2;9;0;1;1;1;0;0;0;1106;15;0;0;120;52.4460563;13.564055;14.85648539;18;18;20;20;20;17.5;0;0;4;3;1;0.261669024;3.821621622;185;707;0.18
REWE Markt;Oberweiﬂbacher Str. 2-4, 12687 Berlin;4.2;22;13;0;2;3;3;5;9;0;1;1;1;0;0;0;979;15;0;0;50;52.5565662;13.5714588;13.8648107;16;16;16;16;16;16;0;0;7;1;0;0.095238095;10.5;76;798;0.23
EDEKA Berlin Obstallee;Obstallee 28-30, 13593 Berlin;3.7;11;4;0;1;2;1;0;7;0;0;2;0;1;0;0;396;15;0;0;37;52.5222339;13.1635612;14.52061563;13;13;13;13;13;11;0;1;29;25;4;0.32173913;3.108108108;74;230;0.15
